,ID,label
1104,136413,0
1105,136414,0
1106,136415,1
1107,136416,0
1108,136417,0
1109,136418,0
1110,136419,0
1111,136420,0
1112,136421,0
1113,136422,0
1114,136423,1
1115,136424,0
1116,136425,0
1117,136426,0
1118,136427,0
1119,136428,0
1120,136429,0
1121,136430,0
1122,136431,0
1123,136432,0
1124,136433,0
1125,136434,0
1126,136435,0
1127,136436,0
1128,136437,1
1129,136438,0
1130,136439,0
1131,136440,0
1132,136441,0
1133,136442,0
1134,136443,0
1135,136444,0
1136,136445,0
1137,136446,0
1138,136447,0
1139,136448,1
1140,136449,0
1141,136450,0
1142,136451,0
1143,136452,0
1144,136453,0
1145,136454,0
1146,136455,0
1147,136456,0
1148,136457,0
1149,136458,0
1150,136459,0
1151,136460,0
1152,136461,0
1153,136462,0
1154,136463,0
1155,136464,0
1156,136465,0
1157,136466,0
1158,136467,1
1159,136468,0
1160,136469,0
1161,136470,0
1162,136471,0
1163,136472,0
1164,136473,1
1165,136474,1
1166,136475,0
1167,136476,0
1168,136477,0
1169,136478,0
1170,136479,0
1171,136480,0
1172,136481,0
1173,136482,0
1174,136483,0
1175,136484,0
1176,136485,0
1177,136486,0
1178,136487,0
1179,136488,0
1180,136489,1
1181,136490,0
1182,136491,0
1183,136492,0
1184,136493,0
1185,136494,1
1186,136495,0
1187,136496,0
1188,136497,0
1189,136498,0
1190,136499,0
1191,136500,0
1192,136501,0
1193,136502,0
1194,136503,0
1195,136504,1
1196,136505,0
1197,136506,0
1198,136507,0
1199,136508,0
1200,136509,0
1201,136510,0
1202,136511,0
1203,136512,0
1204,136513,0
1205,136514,0
1206,136515,0
1207,136516,0
1208,136517,0
1209,136518,0
1210,136519,0
1211,136520,1
1212,136521,0
1213,136522,0
1214,136523,0
1215,136524,0
1216,136525,0
1217,136526,0
1218,136527,0
1219,136528,0
1220,136529,0
1221,136530,0
1222,136531,0
1223,136532,0
1224,136533,0
1225,136534,1
1226,136535,0
1227,136536,0
1228,136537,0
1229,136538,0
1230,136539,0
1231,136540,0
1232,136541,1
1233,136542,0
1234,136543,0
1235,136544,0
1236,136545,0
1237,136546,0
1238,136547,0
1239,136548,0
1240,136549,0
1241,136550,0
1242,136551,0
1243,136552,0
1244,136553,0
1245,136554,0
1246,136555,0
1247,136556,0
1248,136557,0
1249,136558,0
1250,136559,0
1251,136560,0
1252,136561,0
1253,136562,0
1254,136563,0
1255,136564,0
1256,136565,0
1257,136566,0
1258,136567,0
1259,136568,0
1260,136569,0
1261,136570,0
1262,136571,0
1263,136572,0
1264,136573,0
1265,136574,0
1266,136575,0
1267,136576,1
1268,136577,0
1269,136578,0
1270,136579,0
1271,136580,1
1272,136581,0
1273,136582,0
1274,136583,0
1275,136584,0
1276,136585,0
1277,136586,1
1278,136587,0
1279,136588,0
1280,136589,0
1281,136590,0
1282,136591,0
1283,136592,0
1284,136593,0
1285,136594,0
1286,136595,1
1287,136596,0
1288,136597,1
1289,136598,0
1290,136599,0
1291,136600,0
1292,136601,0
1293,136602,0
1294,136603,0
1295,136604,0
1296,136605,0
1297,136606,1
1298,136607,1
1299,136608,0
1300,136609,0
1301,136610,0
1302,136611,0
1303,136612,0
1304,136613,0
1305,136614,1
1306,136615,0
1307,136616,0
1308,136617,0
1309,136618,0
1310,136619,0
1311,136620,0
1312,136621,0
1313,136622,0
1314,136623,0
1315,136624,0
1316,136625,0
1317,136626,0
1318,136627,0
1319,136628,0
1320,136629,0
1321,136630,0
1322,136631,1
1323,136632,0
1324,136633,0
1325,136634,1
1326,136635,1
1327,136636,0
1328,136637,0
1329,136638,0
1330,136639,0
1331,136640,0
1332,136641,0
1333,136642,0
1334,136643,0
1335,136644,0
1336,136645,0
1337,136646,0
1338,136647,0
1339,136648,0
1340,136649,0
1341,136650,1
1342,136651,0
1343,136652,0
1344,136653,0
1345,136654,0
1346,136655,1
1347,136656,0
1348,136657,0
1349,136658,0
1350,136659,0
1351,136660,0
1352,136661,0
1353,136662,0
1354,136663,1
1355,136664,0
1356,136665,1
1357,136666,0
1358,136667,0
1359,136668,0
1360,136669,0
1361,136670,0
1362,136671,0
1363,136672,0
1364,136673,0
1365,136674,0
1366,136675,0
1367,136676,0
1368,136677,0
1369,136678,0
1370,136679,0
1371,136680,0
1372,136681,0
1373,136682,0
1374,136683,0
1375,136684,0
1376,136685,1
1377,136686,0
1378,136687,0
1379,136688,0
1380,136689,0
1381,136690,0
1382,136691,0
1383,136692,0
1384,136693,0
1385,136694,0
1386,136695,1
1387,136696,0
1388,136697,0
1389,136698,0
1390,136699,0
1391,136700,0
1392,136701,1
1393,136702,0
1394,136703,0
1395,136704,0
1396,136705,0
1397,136706,0
1398,136707,0
1399,136708,1
1400,136709,0
1401,136710,1
1402,136711,0
1403,136712,0
1404,136713,0
1405,136714,0
1406,136715,0
1407,136716,0
1408,136717,0
1409,136718,0
1410,136719,0
1411,136720,0
1412,136721,0
1413,136722,0
1414,136723,0
1415,136724,0
1416,136725,0
1417,136726,0
1418,136727,0
1419,136728,0
1420,136729,0
1421,136730,1
1422,136731,0
1423,136732,0
1424,136733,0
1425,136734,0
1426,136735,0
1427,136736,0
1428,136737,0
1429,136738,0
1430,136739,0
1431,136740,0
1432,136741,1
1433,136742,1
1434,136743,0
1435,136744,0
1436,136745,0
1437,136746,0
1438,136747,0
1439,136748,0
1440,136749,0
1441,136750,0
1442,136751,0
1443,136752,0
1444,136753,0
1445,136754,0
1446,136755,0
1447,136756,0
1448,136757,0
1449,136758,0
1450,136759,0
1451,136760,1
1452,136761,0
1453,136762,1
1454,136763,0
1455,136764,0
1456,136765,0
1457,136766,0
1458,136767,0
1459,136768,0
1460,136769,1
1461,136770,0
1462,136771,0
1463,136772,0
1464,136773,0
1465,136774,0
1466,136775,0
1467,136776,0
1468,136777,0
1469,136778,1
1470,136779,0
1471,136780,0
1472,136781,0
1473,136782,1
1474,136783,0
1475,136784,0
1476,136785,0
1477,136786,1
1478,136787,0
1479,136788,0
1480,136789,0
1481,136790,0
1482,136791,0
1483,136792,0
1484,136793,0
1485,136794,0
1486,136795,0
1487,136796,0
1488,136797,1
1489,136798,0
1490,136799,0
1491,136800,0
1492,136801,0
1493,136802,1
1494,136803,0
1495,136804,1
1496,136805,0
1497,136806,0
1498,136807,0
1499,136808,0
1500,136809,0
1501,136810,0
1502,136811,0
1503,136812,0
1504,136813,0
1505,136814,0
1506,136815,1
1507,136816,0
1508,136817,0
1509,136818,0
1510,136819,0
1511,136820,0
1512,136821,0
1513,136822,1
1514,136823,0
1515,136824,0
1516,136825,1
1517,136826,0
1518,136827,0
1519,136828,1
1520,136829,0
1521,136830,0
1522,136831,1
1523,136832,0
1524,136833,1
1525,136834,0
1526,136835,0
1527,136836,1
1528,136837,0
1529,136838,0
1530,136839,0
1531,136840,0
1532,136841,0
1533,136842,0
1534,136843,1
1535,136844,0
1536,136845,0
1537,136846,0
1538,136847,0
1539,136848,1
1540,136849,1
1541,136850,0
1542,136851,0
1543,136852,0
1544,136853,0
1545,136854,0
1546,136855,0
1547,136856,0
1548,136857,0
1549,136858,0
1550,136859,0
1551,136860,0
1552,136861,0
1553,136862,0
1554,136863,0
1555,136864,0
1556,136865,0
1557,136866,0
1558,136867,0
1559,136868,0
1560,136869,0
1561,136870,0
1562,136871,0
1563,136872,0
1564,136873,0
1565,136874,1
1566,136875,0
1567,136876,0
1568,136877,0
1569,136878,0
1570,136879,0
1571,136880,0
1572,136881,0
1573,136882,0
1574,136883,0
1575,136884,0
1576,136885,0
1577,136886,0
1578,136887,0
1579,136888,0
1580,136889,0
1581,136890,0
1582,136891,0
1583,136892,0
1584,136893,0
1585,136894,0
1586,136895,0
1587,136896,0
1588,136897,0
1589,136898,0
1590,136899,0
1591,136900,0
1592,136901,0
1593,136902,1
1594,136903,1
1595,136904,0
1596,136905,0
1597,136906,0
1598,136907,0
1599,136908,0
1600,136909,0
1601,136910,0
1602,136911,0
1603,136912,0
1604,136913,0
1605,136914,0
1606,136915,0
1607,136916,0
1608,136917,0
1609,136918,0
1610,136919,0
1611,136920,0
1612,136921,0
1613,136922,0
1614,136923,1
1615,136924,0
1616,136925,0
1617,136926,0
1618,136927,0
1619,136928,0
1620,136929,0
1621,136930,0
1622,136931,0
1623,136932,0
1624,136933,0
1625,136934,0
1626,136935,0
1627,136936,0
1628,136937,0
1629,136938,1
1630,136939,0
1631,136940,0
1632,136941,0
1633,136942,0
1634,136943,0
1635,136944,0
1636,136945,0
1637,136946,0
1638,136947,0
1639,136948,0
1640,136949,0
1641,136950,0
1642,136951,0
1643,136952,0
1644,136953,0
1645,136954,0
1646,136955,0
1647,136956,0
1648,136957,0
1649,136958,0
1650,136959,1
1651,136960,0
1652,136961,0
1653,136962,0
1654,136963,0
1655,136964,0
1656,136965,1
1657,136966,0
1658,136967,1
1659,136968,1
1660,136969,0
1661,136970,0
1662,136971,0
1663,136972,0
1664,136973,1
1665,136974,0
1666,136975,0
1667,136976,0
1668,136977,1
1669,136978,0
1670,136979,0
1671,136980,0
1672,136981,0
1673,136982,0
1674,136983,0
1675,136984,0
1676,136985,0
1677,136986,0
1678,136987,0
1679,136988,0
1680,136989,0
1681,136990,0
1682,136991,0
1683,136992,0
1684,136993,0
1685,136994,0
1686,136995,1
1687,136996,0
1688,136997,0
1689,136998,0
1690,136999,0
1691,137000,1
1692,137001,0
1693,137002,0
1694,137003,0
1695,137004,0
1696,137005,0
1697,137006,0
1698,137007,0
1699,137008,0
1700,137009,0
1701,137010,0
1702,137011,0
1703,137012,0
1704,137013,0
1705,137014,0
1706,137015,0
1707,137016,0
1708,137017,0
1709,137018,1
1710,137019,1
1711,137020,0
1712,137021,0
1713,137022,0
1714,137023,0
1715,137024,0
1716,137025,0
1717,137026,0
1718,137027,0
1719,137028,1
1720,137029,1
1721,137030,1
1722,137031,0
1723,137032,1
1724,137033,0
1725,137034,0
1726,137035,1
1727,137036,0
1728,137037,0
1729,137038,0
1730,137039,0
1731,137040,0
1732,137041,0
1733,137042,0
1734,137043,1
1735,137044,0
1736,137045,0
1737,137046,0
1738,137047,0
1739,137048,0
1740,137049,0
1741,137050,0
1742,137051,0
1743,137052,0
1744,137053,0
1745,137054,0
1746,137055,0
1747,137056,1
1748,137057,1
1749,137058,0
1750,137059,1
1751,137060,1
1752,137061,0
1753,137062,1
1754,137063,0
1755,137064,0
1756,137065,0
1757,137066,0
1758,137067,0
1759,137068,0
1760,137069,0
1761,137070,0
1762,137071,1
1763,137072,0
1764,137073,1
1765,137074,0
1766,137075,0
1767,137076,0
1768,137077,0
1769,137078,0
1770,137079,0
1771,137080,1
1772,137081,0
1773,137082,0
1774,137083,0
1775,137084,0
1776,137085,0
1777,137086,0
1778,137087,0
1779,137088,0
1780,137089,0
1781,137090,1
1782,137091,1
1783,137092,1
1784,137093,1
1785,137094,0
1786,137095,0
1787,137096,0
1788,137097,0
1789,137098,1
1790,137099,0
1791,137100,1
1792,137101,1
1793,137102,0
1794,137103,0
1795,137104,0
1796,137105,0
1797,137106,0
1798,137107,0
1799,137108,0
1800,137109,0
1801,137110,0
1802,137111,0
1803,137112,0
1804,137113,1
1805,137114,0
1806,137115,1
1807,137116,0
1808,137117,0
1809,137118,0
1810,137119,0
1811,137120,0
1812,137121,0
1813,137122,0
1814,137123,1
1815,137124,0
1816,137125,0
1817,137126,0
1818,137127,0
1819,137128,0
1820,137129,1
1821,137130,0
1822,137131,0
1823,137132,0
1824,137133,1
1825,137134,0
1826,137135,0
1827,137136,0
1828,137137,0
1829,137138,0
1830,137139,0
1831,137140,0
1832,137141,1
1833,137142,0
1834,137143,1
1835,137144,0
1836,137145,0
1837,137146,0
1838,137147,0
1839,137148,0
1840,137149,1
1841,137150,0
1842,137151,0
1843,137152,0
1844,137153,0
1845,137154,0
1846,137155,0
1847,137156,0
1848,137157,0
1849,137158,0
1850,137159,0
1851,137160,0
1852,137161,0
1853,137162,1
1854,137163,0
1855,137164,0
1856,137165,0
1857,137166,0
1858,137167,0
1859,137168,0
1860,137169,0
1861,137170,0
1862,137171,0
1863,137172,0
1864,137173,0
1865,137174,0
1866,137175,0
1867,137176,1
1868,137177,0
1869,137178,0
1870,137179,0
1871,137180,0
1872,137181,1
